epoch_0_path,epoch_0_pred,epoch_0_label,epoch_1_path,epoch_1_pred,epoch_1_label,epoch_2_path,epoch_2_pred,epoch_2_label,epoch_3_path,epoch_3_pred,epoch_3_label,epoch_4_path,epoch_4_pred,epoch_4_label,epoch_5_path,epoch_5_pred,epoch_5_label,epoch_6_path,epoch_6_pred,epoch_6_label,epoch_7_path,epoch_7_pred,epoch_7_label
/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/incorrect_mask.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/incorrect_mask.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/incorrect_mask.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/incorrect_mask.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/incorrect_mask.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/incorrect_mask.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/incorrect_mask.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/incorrect_mask.jpg,2,2
/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask2.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask2.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask2.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask2.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask2.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask2.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask2.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask2.jpg,1,2
/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/normal.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/normal.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/normal.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/normal.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/normal.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/normal.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/normal.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/normal.jpg,2,2
/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask3.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask3.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask3.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask3.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask3.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask3.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask3.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask3.jpg,2,2
/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask4.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask4.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask4.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask4.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask4.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask4.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask4.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask4.jpg,1,2
/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask1.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask1.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask1.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask1.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask1.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask1.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask1.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask1.jpg,1,2
/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask5.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask5.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask5.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask5.jpg,2,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask5.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask5.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask5.jpg,1,2,/opt/ml/P01/data/train/new_imgs/004237_female_Asian_59/mask5.jpg,1,2
/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/incorrect_mask.jpg,2,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/incorrect_mask.jpg,2,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/incorrect_mask.jpg,2,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/incorrect_mask.jpg,2,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/incorrect_mask.jpg,1,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/incorrect_mask.jpg,2,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/incorrect_mask.jpg,2,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/incorrect_mask.jpg,1,1
/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/mask2.jpg,2,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/mask2.jpg,2,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/mask2.jpg,2,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/mask2.jpg,2,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/mask2.jpg,1,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/mask2.jpg,2,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/mask2.jpg,2,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/mask2.jpg,1,1
/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/normal.jpg,2,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/normal.jpg,2,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/normal.jpg,2,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/normal.jpg,2,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/normal.jpg,1,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/normal.jpg,2,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/normal.jpg,2,1,/opt/ml/P01/data/train/new_imgs/001423_male_Asian_53/normal.jpg,1,1
